ID,ActFB,apCAF,CycFB,CytFB,DerFB,DevFB,EpiFB,FCC,FCPC,iCAF,LipFB,MetFB,myoCAF,PapFB,ProFB,UniFB
TCGA.E7.A85H.01,0.1187782,-0.439800888,0.367703081,-0.387887708,0.18098374,-0.08025493,0.108067921,0.09923936,0.023656602,0.026846716,-0.223964008,-0.129768675,-0.280889482,-0.361341869,-0.301203991,-0.22975714
TCGA.LD.A66U.01,0.291500343,-0.534334138,0.373173076,-0.387812658,0.457740109,-0.011696003,0.267864696,0.010711222,0.354773104,0.549342623,-0.178404773,0.055825134,-0.057296932,-0.349750064,-0.448908364,0.278608119
TCGA.E9.A5FK.01,0.391563456,-0.540364851,0.472928866,-0.387760325,0.525722832,0.201616778,0.265354633,0.159867324,0.46884552,0.598576387,-0.189721976,0.113962108,-0.169739674,-0.371666848,-0.421220355,0.395701893
TCGA.AA.3543.01,0.159308973,-0.426896004,0.220585354,-0.387750654,0.330193288,-0.006491942,0.048668732,0.247046047,0.313288104,0.236876288,-0.234046372,-0.051566088,-0.182390663,-0.324971542,-0.248084991,-0.007061503
TCGA.2G.AAGF.01,0.232012889,-0.43882539,0.519181336,-0.387716793,0.471890136,-0.153676565,0.249185729,0.406893889,0.384102338,0.388665247,-0.254045138,-0.104919118,-0.191784747,-0.363702233,-0.277943518,-0.052793109
TCGA.EK.A3GJ.01,0.070865806,-0.358777133,0.255153716,-0.387514055,0.316655642,-0.098582125,0.019503336,0.454892224,0.244148701,0.199861108,-0.234218968,-0.112167947,-0.240767079,-0.38133001,-0.17056045,-0.268870996
TCGA.AX.A2IN.01,0.282651645,-0.451381614,0.432840557,-0.387359332,0.020800423,0.09870811,0.376380402,-0.057091298,0.297080405,-0.068812047,-0.270225855,0.017882519,0.135097934,-0.264531766,-0.421472363,-0.231027055
TCGA.H7.A76A.01,0.249413594,-0.459516893,0.096947993,-0.387299729,0.089260196,-0.123723637,0.198304529,0.185071737,0.379600027,0.260100484,-0.303434896,0.039923626,-0.152648788,-0.400354907,-0.394949205,0.223878139
TCGA.G4.6309.01,0.133908164,-0.416933178,0.387900798,-0.387118851,0.042825942,-0.059630174,0.076425883,0.274845224,0.061369148,-0.182301149,-0.246158447,-0.095792933,-0.222993131,-0.355687924,-0.228926866,-0.319312084
TCGA.LP.A5U2.01,0.106472473,-0.446018913,0.420780603,-0.386973035,0.438249779,-0.098102455,0.030445147,0.344105041,0.079772784,0.232266779,-0.189518523,-0.174790586,-0.338537848,-0.396182803,-0.246958685,-0.319929886
TCGA.Z7.A8R5.01,0.404808962,-0.511892857,0.500170496,-0.386960313,0.55367614,0.120847491,0.210471911,0.212812194,0.479185864,0.585122015,-0.201859122,0.021940949,0.033960098,-0.359358978,-0.448434798,0.33348015
TCGA.Y8.A898.01,0.230417531,-0.51031731,0.316318372,-0.386947461,0.371311989,0.199019899,0.108231868,0.079792362,0.424104269,0.395914443,-0.214834601,0.049095463,-0.033689599,-0.365234071,-0.439876234,0.255999746
TCGA.61.1728.01,0.157716682,-0.468143682,0.440552658,-0.38688986,0.381462284,0.167754904,0.052940924,0.101231504,0.228519041,0.265159584,-0.215847131,-0.128806141,-0.140238401,-0.337046048,-0.36514801,-0.205019891
TCGA.61.1917.01,0.333898122,-0.460412802,0.534178592,-0.386762916,0.38776554,0.304293087,0.106869815,0.115251745,0.34544477,0.350080632,-0.25846365,-0.116005298,-0.164769746,-0.348652043,-0.401020567,-0.078366489
TCGA.AJ.A3BF.01,0.060427544,-0.478861495,0.355850428,-0.386679439,0.03840279,-0.17173466,0.293112791,-0.046325058,-0.075166378,-0.174337521,-0.223881864,-0.097369305,-0.307977709,-0.346236029,-0.380167329,-0.381826271
TCGA.JW.A69B.01,0.051225068,-0.396213864,0.106465158,-0.386654446,-0.333274481,0.02741812,-0.090533717,-0.099814449,-0.056411155,-0.313985713,-0.275954436,-0.184327575,-0.260657798,-0.345357851,-0.339066942,-0.231485096
TCGA.09.0369.01,0.16975805,-0.475503428,0.438197015,-0.386441514,-0.02710386,0.155184327,0.329937751,-0.158312025,0.012882535,-0.089386589,-0.207831334,0.033745652,-0.066023811,-0.327859193,-0.414749551,-0.181548531
TCGA.4X.A9FB.01,-0.170930127,-0.367395033,0.149661253,-0.386435341,0.138524708,-0.289978835,-0.254837434,-0.283309027,-0.272957962,-0.012456979,-0.275800929,-0.343530216,-0.398201084,-0.377533232,-0.38421553,-0.443294345
TCGA.E7.A4IJ.01,0.070286719,-0.448714678,0.05519885,-0.386378895,-0.265281382,0.014726973,0.177913044,-0.125871416,-0.108711393,-0.302904036,-0.233371775,-0.103791857,-0.21203738,-0.340182554,-0.387101536,-0.3433605
TCGA.3G.AB14.01,-0.038317225,-0.464514683,0.34347745,-0.386364894,0.269148455,-0.059837854,-0.051255889,-0.294246164,-0.113105344,0.196173591,-0.23271534,-0.158554786,-0.274898658,-0.342033273,-0.465244232,-0.237766793
TCGA.VS.A8QF.01,0.047468251,-0.437795831,0.164510707,-0.386278226,0.036383267,-0.180486313,0.038948449,0.271200959,0.057328294,-0.01800789,-0.262438913,-0.066399407,-0.234282612,-0.392091972,-0.285028708,-0.157869986
TCGA.XF.A9T5.01,0.27481543,-0.457818094,0.41897449,-0.386122435,0.418783895,0.047962456,0.089345699,0.42602805,0.376456513,0.318427981,-0.203767353,-0.009478018,-0.2051636,-0.42600364,-0.318477436,-0.067721431
TCGA.UY.A8OB.01,0.334232126,-0.465570128,0.424015495,-0.385863886,0.318572048,0.013026516,0.316997613,0.461159018,0.399019157,0.271657773,-0.210758188,0.130895389,0.00914874,-0.347796786,-0.293400235,0.062089437
TCGA.AA.3858.01,0.031955228,-0.453019162,0.138020484,-0.38585028,0.239404366,-0.041388933,0.136401422,0.171742116,0.111057919,0.08994674,-0.14303229,-0.011916615,-0.114722147,-0.338296835,-0.273232723,-0.175233712
TCGA.A3.3383.01,0.256112981,-0.50727564,0.452067359,-0.385667717,0.51999658,0.200122462,0.016106824,0.119277552,0.402783521,0.514950103,-0.170556087,0.003737029,0.345254649,-0.381297199,-0.403970098,0.277645999
TCGA.EK.A2RO.01,0.440950221,-0.41128471,0.509355232,-0.385622253,0.524293115,0.218310285,0.269219141,0.552249739,0.562143979,0.493082771,-0.250898606,0.05012063,0.041231154,-0.374160831,-0.219045239,0.335585302
TCGA.EL.A3ZQ.01,0.361777309,-0.522618545,0.487226652,-0.385611165,0.522578597,0.332889158,0.258058782,0.078842901,0.439535136,0.536591594,-0.168987823,0.095731676,0.118095622,-0.290286828,-0.43581304,0.297564885
TCGA.DM.A282.01,0.201062524,-0.400459169,0.466708002,-0.385595535,0.33044567,-0.021323002,0.089299881,0.187541723,0.192989935,0.194655607,-0.221361218,-0.152940975,-0.206887152,-0.326671215,-0.331220553,-0.178942812
TCGA.DD.AADM.01,0.34905706,-0.520464092,0.461801041,-0.385568862,0.420444801,0.26911931,0.100199423,0.279767787,0.370801844,0.40230301,-0.107142928,0.050264242,-0.059798691,-0.373044582,-0.391433297,0.226717979
TCGA.DD.AAE4.01,0.322450897,-0.503029655,0.47657026,-0.385164263,0.487513877,0.198864879,-0.02915043,0.232232179,0.425784824,0.539321733,-0.140648221,-0.027903908,-0.068927726,-0.384433615,-0.389129425,0.309077223
TCGA.ZM.AA06.01,-0.366536642,-0.439751057,-0.13603065,-0.38513827,0.027468069,-0.469906516,-0.1377377,-0.249755113,-0.335748237,-0.047196359,-0.280033776,-0.315037229,-0.388325303,-0.395919297,-0.398318117,-0.463518925
TCGA.AG.3885.01,-0.00623109,-0.514428994,-0.114466266,-0.384967465,0.30737994,-0.019133268,0.297288836,-0.116352266,0.18224049,0.204877607,-0.146065184,0.143494005,-0.040844633,-0.369761704,-0.405998569,-0.11932345
TCGA.XF.A8HC.01,-0.116374474,-0.460508641,0.099784206,-0.384918861,-0.032120895,-0.15876501,-0.005651711,-0.196194712,-0.196731633,-0.095992097,-0.197921614,-0.181268344,-0.246452528,-0.34314522,-0.367373793,-0.362253635
TCGA.G2.AA3C.01,0.488785873,-0.498301825,0.54683045,-0.384755615,0.47432385,0.180309171,0.387473394,0.438012029,0.474539244,0.456909953,-0.182227118,0.195908532,0.052409868,-0.369092843,-0.38054431,0.308199943
TCGA.2G.AALS.01,0.24346432,-0.44208432,0.413754788,-0.384750775,0.288401392,-0.241247605,0.21966351,0.286238465,0.306205229,0.261709413,-0.287260514,-0.088441126,-0.210604336,-0.393891689,-0.348362395,-0.09354977
TCGA.2Z.A9JQ.01,0.28855327,-0.519132131,0.425722613,-0.384684843,0.44880515,0.196346199,0.159849176,-0.050026178,0.358589574,0.457335989,-0.174871244,0.026995305,0.037359241,-0.312915995,-0.458857799,0.181358616
TCGA.XU.A92Y.01,-0.048313552,-0.396452952,0.312282443,-0.384679523,0.062491254,-0.135123511,-0.120927797,-0.203176981,-0.192813306,-0.111934913,-0.296074189,-0.240183813,-0.290071624,-0.377352338,-0.413938495,-0.374617139
TCGA.N7.A4Y0.01,0.33183241,-0.444439988,0.562250891,-0.384652187,0.387017477,0.061807874,0.258288971,0.322197723,0.215900328,0.254962519,-0.238626233,-0.058639408,-0.18514472,-0.35052921,-0.307281365,-0.207740164
TCGA.CC.A5UE.01,0.097158414,-0.502718593,0.283111264,-0.384631591,0.089082574,0.125921312,-0.06276862,0.054959314,-0.013305965,0.033943194,-0.149321545,-0.064740217,-0.159418867,-0.382314018,-0.375883125,-0.044038759
TCGA.AA.3552.01,-0.073707332,-0.433624258,-0.089394543,-0.384622242,0.003115305,-0.060824523,-0.026533782,-0.013090835,0.018448285,-0.109476089,-0.223104506,-0.089553291,-0.214807437,-0.347565867,-0.278485365,-0.141721252
TCGA.DI.A2QY.01,0.115845482,-0.473539764,0.343223191,-0.384583046,0.127998515,-0.059835642,0.29045173,-0.189808519,0.087520879,0.17236509,-0.211062252,-0.068110035,-0.155576901,-0.301674281,-0.426426856,-0.129599774
TCGA.X7.A8D7.01,-0.104596001,-0.358161245,0.260214576,-0.384495606,0.257687052,-0.25569208,-0.169700394,-0.221696284,-0.216574193,0.071751239,-0.265075023,-0.305707947,-0.371501305,-0.375693035,-0.378343346,-0.412033877
TCGA.AA.3692.01,0.047946251,-0.380186103,0.367617212,-0.384432308,0.394290496,-0.043492903,-0.207777525,0.278550031,0.216866982,0.276666156,-0.204896253,-0.273285925,-0.295287143,-0.361838262,-0.223529413,-0.199608384
TCGA.AX.A3GB.01,0.159492938,-0.465311142,0.377095565,-0.38443052,0.304282989,-0.010360721,0.161396532,-0.136119654,0.219319749,0.332586024,-0.294671601,-0.1530557,-0.199006885,-0.333096204,-0.460710537,-0.032824421
TCGA.DD.A3A1.01,0.28441041,-0.533144033,0.37856948,-0.38438747,0.398547549,0.338532402,0.077510765,0.379552013,0.400297369,0.369721894,-0.156193305,0.025135659,-0.135783132,-0.391738782,-0.3802663,0.200792279
TCGA.GV.A40E.01,0.268355387,-0.42572034,0.306287049,-0.384350317,0.058975499,-0.077213045,0.262971894,0.422076756,0.289913284,0.014462135,-0.288420556,0.017054651,-0.113288457,-0.331552529,-0.263881981,-0.065005232
TCGA.MH.A562.01,0.180267153,-0.540082266,0.20666893,-0.38430848,0.278032226,0.035002674,0.217971408,-0.243439205,0.19288298,0.287976039,-0.166591842,0.071071905,-0.0040161,-0.347584784,-0.47787163,0.062728827
TCGA.XU.AAXX.01,-0.167896754,-0.378332532,0.214322359,-0.384292702,0.268065798,-0.298027022,-0.225462664,-0.256809204,-0.255648536,0.077931067,-0.24750531,-0.308418221,-0.377568517,-0.369364703,-0.384320649,-0.42747255
TCGA.AX.A0IW.01,0.046560788,-0.498495245,0.195854317,-0.384276064,0.098209833,-0.116540914,0.394568326,-0.198125567,-0.004965306,-0.082380216,-0.194640639,0.044275703,-0.127817378,-0.318967887,-0.429799586,-0.348461876
TCGA.BA.A6DD.01,0.401984265,-0.438020524,0.423135034,-0.384040237,0.321672774,0.200630574,0.295991131,0.487776498,0.432529322,0.326176493,-0.24066517,0.121304797,-0.001938038,-0.363201125,-0.2633359,0.287075795
TCGA.04.1365.01,0.20814302,-0.395365708,0.46905363,-0.383994557,0.270535259,0.186939146,0.082095013,0.286912179,0.212181665,0.006085134,-0.266017221,-0.205149457,-0.239335148,-0.353855528,-0.302377189,-0.273059911
TCGA.DK.A3WW.01,0.412312753,-0.282812187,0.538190618,-0.383884191,0.547771827,0.124185076,0.122349389,0.592211665,0.530190051,0.494237736,-0.274799537,-0.119152438,-0.16903135,-0.368978777,-0.141486379,0.169618408
TCGA.2G.AAGW.01,0.023856302,-0.427701142,0.445053973,-0.383851724,0.362365541,-0.138153659,0.057461462,0.207772915,0.02655632,0.142361742,-0.236819027,-0.188590285,-0.298085901,-0.339541909,-0.280858271,-0.38026005
TCGA.IQ.A61G.01,0.31113698,-0.41044237,0.463262324,-0.383825158,0.385565776,0.153000184,0.211534647,0.503275002,0.372448448,0.301207751,-0.245265922,-0.001509052,-0.106814065,-0.336495759,-0.184649184,-0.083479385
TCGA.D1.A3DG.01,0.030860532,-0.48021662,0.210632566,-0.383804664,-0.017242088,-0.107149759,0.252716978,-0.118662943,-0.144007936,-0.22700094,-0.218505724,-0.018878457,-0.111727906,-0.31291496,-0.408082225,-0.352841726
TCGA.LL.A6FP.01,0.193185176,-0.526063529,0.354608201,-0.383717965,0.103888263,0.240648304,0.159791281,-0.124373821,-0.019288261,0.096043974,-0.176946575,0.024370854,-0.236232859,-0.323340422,-0.422771776,-0.208612391
TCGA.50.5066.01,0.403330951,-0.393410513,0.571189468,-0.383675827,0.49054211,0.310645218,-0.093274403,0.490147347,0.516299074,0.558585038,-0.30638027,-0.148997199,-0.13188911,-0.348707779,-0.269111322,0.352275611
TCGA.AY.5543.01,0.1914045,-0.333415206,0.417809215,-0.383528995,0.410937904,0.245806709,-0.051203786,0.468488351,0.377250263,0.293010503,-0.265001763,-0.184739521,-0.200830061,-0.319754946,-0.167036338,-0.06009302
TCGA.B1.A654.01,0.225580613,-0.537354795,0.34208173,-0.383492742,0.350245963,0.075897452,0.268476703,-0.237696677,0.284608176,0.337251624,-0.16943015,0.06407527,0.043761769,-0.332730502,-0.476642335,0.02809288
TCGA.2G.AAGN.01,0.038415139,-0.422469905,0.407494518,-0.383455994,0.178791218,-0.230578904,0.060511685,0.225724551,0.014984826,-0.090869128,-0.249472076,-0.169411427,-0.310813745,-0.373773202,-0.226261325,-0.354339774
TCGA.CQ.5333.01,0.338078352,-0.452987219,0.249522062,-0.383408299,0.024297385,0.090416213,0.258555832,0.197072367,0.294443053,0.03146274,-0.235133347,0.135391756,0.094436628,-0.364961548,-0.380208435,0.143723222
TCGA.N5.A59F.01,0.130979727,-0.455537164,0.422680163,-0.383364779,0.297724133,-0.159527051,0.307321316,-0.001908584,0.072382237,0.193092978,-0.23439161,-0.062643554,-0.220752834,-0.325294548,-0.400725342,-0.210426128
TCGA.EK.A2RM.01,0.360626779,-0.432435608,0.397350999,-0.383343955,-0.024157629,0.126321351,0.245210352,0.371323408,0.393380836,0.086928133,-0.26764628,0.0198753,0.013825563,-0.316122007,-0.301918153,0.097471983
TCGA.F9.A7VF.01,0.253222862,-0.516401141,0.307376137,-0.383149657,0.307130913,0.084656078,0.295368053,-0.109622347,0.270621265,0.299213154,-0.182104106,0.072559895,0.034846423,-0.320727361,-0.469224215,-0.017303722
TCGA.EW.A1IZ.01,0.061534684,-0.416319418,0.171897231,-0.383132318,0.00159953,0.067187135,-0.024270087,-0.005611487,0.066950078,0.075523225,-0.290068102,-0.166844486,-0.043387052,-0.328728186,-0.361371155,-0.054895135
TCGA.DK.AA74.01,0.511809299,-0.491471211,0.504917014,-0.382962473,0.480345007,0.166424141,0.422484725,0.423580787,0.586067743,0.533091595,-0.232165849,0.232746426,0.169634777,-0.358091005,-0.395070864,0.457954679
TCGA.EO.A3L0.01,0.257139817,-0.461833875,0.412827944,-0.382784908,0.087379592,-0.078725667,0.336760638,0.076901158,0.194694657,-0.081877049,-0.304293404,-0.078553911,-0.14730578,-0.31091147,-0.407957667,-0.271588029
TCGA.MH.A854.01,0.322941685,-0.525049821,0.425250562,-0.382762606,0.437715845,0.268452275,0.248804572,0.145415872,0.404017097,0.415814521,-0.195974724,0.103786618,0.092975925,-0.3259477,-0.439681374,0.174618328
TCGA.XF.A9SX.01,0.446338005,-0.49006686,0.415277514,-0.3825497,0.423559274,0.114532794,0.397775359,0.394925262,0.529879854,0.455957219,-0.228327032,0.209695122,0.081753377,-0.321790804,-0.359339249,0.391459703
TCGA.BS.A0TI.01,0.225215355,-0.476757781,0.306566508,-0.382425533,0.165614953,-0.134441099,0.277341578,0.016016921,0.266693261,0.15863531,-0.254411069,-0.071171912,-0.150449344,-0.354052728,-0.411724182,-0.179947505
TCGA.E7.A7DU.01,0.152633232,-0.478897745,0.376738703,-0.382407126,0.356395061,0.043046398,0.194495506,0.089975723,0.199602828,0.320966912,-0.202453453,-0.052174099,-0.168085829,-0.368475938,-0.415503472,-0.183442263
TCGA.FA.A6HN.01,-0.099883992,-0.375529618,0.103192382,-0.382396845,0.393661192,-0.323114167,-0.1994999,-0.032209035,-0.007380004,0.329450509,-0.293153476,-0.28427789,-0.335828744,-0.416179795,-0.362367541,-0.271551141
TCGA.AA.3994.01,0.232966001,-0.423989583,0.393037522,-0.38209233,0.458708818,0.155470738,0.103009458,0.337505472,0.37291167,0.392728583,-0.220162878,-0.025214041,-0.105491825,-0.269630149,-0.24480826,0.102934024
TCGA.AP.A0LI.01,0.236449141,-0.514274179,0.294087776,-0.382087538,0.335246995,0.111485745,0.350598028,0.154355091,0.340252302,0.329202565,-0.164825756,0.092527771,0.036347556,-0.359029416,-0.368903065,0.03505859
TCGA.C5.A7CO.01,0.041224609,-0.452517992,0.243441368,-0.382071602,0.165894782,-0.094288288,6.53397E-05,0.207017342,0.006157286,0.105108027,-0.23425987,-0.117715142,-0.263651657,-0.393332121,-0.327086486,-0.262872829
TCGA.75.5147.01,0.106429534,-0.404013229,0.292548048,-0.382049113,-0.249549317,0.101177473,-0.223502054,0.173196084,0.13345137,-0.104051772,-0.326926722,-0.258820125,-0.297474682,-0.352550653,-0.324994373,0.033093659
TCGA.UY.A9PE.01,0.25119272,-0.43824076,0.4109398,-0.381974176,0.367436956,0.006156589,0.260794785,0.131936168,0.258041092,0.2957379,-0.212816919,-0.053579855,-0.093888984,-0.334474834,-0.372592671,-0.076437425
TCGA.DS.A0VM.01,0.324704791,-0.409756907,0.398918499,-0.381840521,0.048766116,0.145591174,0.190749369,0.397362954,0.372607382,0.084568096,-0.291596947,0.015215129,0.021120459,-0.362603815,-0.288410642,0.11303771
TCGA.X7.A8DE.01,-0.204935218,-0.4242195,0.137819441,-0.381838826,0.198119968,-0.325128925,-0.176581378,-0.354726603,-0.231366658,0.080725772,-0.239366957,-0.266396365,-0.356085497,-0.374627838,-0.413003401,-0.384100066
TCGA.A5.A0GI.01,0.159386699,-0.476678808,0.357505849,-0.381803981,0.342000814,-0.154295882,0.295448238,-0.244636814,0.080342656,0.169535519,-0.218697235,-0.035812213,-0.203439495,-0.350925324,-0.457183746,-0.298182005
TCGA.CV.A6JT.01,0.398705888,-0.455536752,0.340245205,-0.381737788,0.275182386,0.213345899,0.36012872,0.333437358,0.419587913,0.338525278,-0.238143764,0.194639431,0.102644564,-0.3699147,-0.357423827,0.293919454
TCGA.DD.A119.01,0.420511068,-0.494439388,0.519959502,-0.38160129,0.503770919,0.366183806,0.072608798,0.404813532,0.483941001,0.539820847,-0.108371293,0.064367213,0.02214333,-0.358841353,-0.328699728,0.359942447
TCGA.SP.A6QC.01,0.102480928,-0.530787713,0.370776051,-0.381559901,0.388715256,0.267891006,0.111723142,-0.098377726,0.29547661,0.380160719,-0.244826025,-0.01833188,0.106935459,-0.276817959,-0.450120412,-0.020370353
TCGA.C5.A2LV.01,0.432780319,-0.387153151,0.574682084,-0.381508155,0.559859389,0.214279991,0.253692397,0.527481782,0.502695447,0.513581113,-0.226602739,0.03907561,0.043876815,-0.347515342,-0.236899841,0.220671899
TCGA.FD.A43S.01,0.38913642,-0.532792305,0.41225608,-0.381437021,0.552811462,0.033067886,0.313867934,0.267416389,0.533660064,0.61947901,-0.175048039,0.13492807,0.152573149,-0.393507707,-0.443020418,0.396281993
TCGA.2G.AAGZ.01,0.060592732,-0.485980971,0.39442809,-0.381347878,0.373934888,-0.226084153,0.062564405,0.185630501,0.187651991,0.408325013,-0.201861256,-0.129423804,-0.285384854,-0.370308611,-0.331108857,-0.037125906
TCGA.XM.A8RB.01,-0.176973461,-0.357786905,0.17510032,-0.381319289,0.236936511,-0.29897209,-0.205506615,-0.302524916,-0.255256431,0.052210543,-0.253711796,-0.308216141,-0.391012049,-0.371251415,-0.367880651,-0.420258242
TCGA.09.1669.01,0.124843695,-0.405995242,0.480751671,-0.381316806,0.375513371,0.015867175,-0.053911016,0.107637553,0.185825166,0.344644927,-0.223180936,-0.235477114,-0.215522456,-0.298853896,-0.326027201,-0.203958738
TCGA.61.1740.01,0.029718032,-0.45629278,0.257125186,-0.381196689,0.060585537,0.057165369,-0.055336319,0.00952154,-0.012427394,-0.115970952,-0.225706451,-0.15733183,-0.265469089,-0.373827265,-0.363888859,-0.327152029
TCGA.A5.A0GQ.01,0.178744678,-0.402721136,0.372769938,-0.38115445,0.301168135,-0.153936766,0.110185074,0.145598379,0.30089287,0.246276672,-0.329583413,-0.237753676,-0.325457935,-0.354694739,-0.380868199,-0.251166525
TCGA.J7.A8I2.01,-0.116245586,-0.444081747,0.050011341,-0.380998481,0.12891589,-0.231769988,0.022901261,-0.261718661,-0.051616939,0.119448807,-0.220713985,-0.199869832,-0.228504499,-0.369774173,-0.428431616,-0.327266562
TCGA.GU.AATP.01,0.243100549,-0.421477544,0.170348523,-0.380858539,-0.168948015,0.062098585,0.260141916,0.001246201,0.275435998,-0.002138689,-0.26373466,0.007995124,-0.011436122,-0.324736161,-0.382907461,0.172497197
TCGA.A5.A0GD.01,0.075941096,-0.411754942,0.308011035,-0.380838442,0.052403123,-0.205045593,0.139013403,-0.028757303,-0.072930469,-0.153121363,-0.281560667,-0.179430199,-0.312166917,-0.327277578,-0.378538721,-0.391874409
TCGA.39.5037.01,0.189800497,-0.414487554,0.486666644,-0.380509004,0.364053582,0.055532313,0.01900288,0.371690122,0.22378109,0.300040356,-0.22862473,-0.096198559,-0.242625887,-0.346786739,-0.234429835,-0.289668367
TCGA.A6.5665.01,0.179758888,-0.356013409,0.463482158,-0.380487921,0.436786572,0.004892722,-0.059089271,0.425835471,0.27989755,0.221622245,-0.213132,-0.170870502,-0.235216021,-0.328959165,-0.167537227,-0.190400156
TCGA.22.4607.01,0.296013637,-0.419176094,0.488037618,-0.38030874,0.308638509,0.148836543,0.040289619,0.397498605,0.378171413,0.343295179,-0.263436109,-0.059124057,-0.073669393,-0.326459087,-0.232081277,0.199673206
TCGA.AZ.4684.01,0.267471482,-0.389501154,0.330429437,-0.379934019,0.418979502,0.176039468,0.123207751,0.460620372,0.422861219,0.351952055,-0.214772117,-0.03405542,0.017806074,-0.341079698,-0.16964064,0.20378036
TCGA.2Z.A9J5.01,0.25918227,-0.509108944,0.323572003,-0.379888656,0.416342007,0.160253358,0.139135405,0.024083224,0.392998594,0.437293821,-0.192979929,0.041433972,-0.009051189,-0.367625917,-0.461614735,0.248386042
TCGA.FD.A5BS.01,0.460900878,-0.455038867,0.40833633,-0.379854346,0.429192452,0.092924716,0.291621797,0.343411708,0.54465902,0.527443874,-0.269780121,0.10282291,0.026927645,-0.378802211,-0.392717184,0.443700023
TCGA.EK.A2R9.01,0.240246265,-0.42861887,0.469531751,-0.379845595,0.442236804,-0.038659733,0.14223983,0.245712223,0.393199062,0.473066607,-0.25355182,-0.102218793,-0.159486142,-0.327178499,-0.34266731,0.152138476
TCGA.EJ.A46F.01,0.288478427,-0.475085681,0.549874932,-0.379715349,0.442844465,0.151969266,0.185365542,0.055555563,0.124538114,0.385168131,-0.147603834,-0.047795632,-0.022842191,-0.308887908,-0.415941315,-0.169371591
TCGA.ZM.AA0N.01,-0.177204532,-0.425493838,0.091899691,-0.379620334,0.123777963,-0.351763967,-0.025767086,-0.119701608,-0.174086509,0.016382709,-0.277192582,-0.253834248,-0.348752713,-0.380165396,-0.374698006,-0.421967632
TCGA.4V.A9QS.01,-0.059803688,-0.390969821,0.368496737,-0.379597216,0.319884214,-0.204717873,-0.212224087,-0.16673515,-0.160033697,0.138434249,-0.281723174,-0.278084169,-0.316574569,-0.352383239,-0.386580848,-0.396892912
TCGA.BA.7269.01,0.494481666,-0.472139982,0.562920203,-0.379546985,0.449333703,0.293464216,0.361502497,0.45644176,0.511730978,0.438724139,-0.197672627,0.139900795,0.071414281,-0.33277432,-0.277640646,0.336892644
TCGA.BG.A0MC.01,0.111747166,-0.509518593,0.025898278,-0.379376267,0.257274532,-0.089775272,0.318781978,-0.255589706,0.316416487,0.281055596,-0.248718753,-0.005506839,-0.08546539,-0.337339822,-0.480895054,-0.010335104
TCGA.CC.A5UC.01,0.325363039,-0.458365239,0.523605265,-0.379300522,0.389213816,0.105508461,0.127060407,0.405218846,0.356490457,0.368291261,-0.14519794,0.00977487,-0.106208715,-0.392023525,-0.275584385,0.139656195
TCGA.BS.A0TC.01,0.338709051,-0.447550594,0.390841998,-0.379214707,0.457903946,0.191330155,0.358337333,0.173354217,0.42598654,0.381351518,-0.236466988,0.011002419,-0.104621471,-0.302608452,-0.404545303,0.050495313
TCGA.EK.A2RA.01,0.063019069,-0.354145775,0.262313758,-0.379203821,0.170743331,-0.154111585,-0.131261278,0.226262462,0.129952123,0.073258721,-0.271543506,-0.209635865,-0.273244565,-0.332879263,-0.264344815,-0.089630381
TCGA.AA.3524.01,0.221049097,-0.369300041,0.471336444,-0.379051705,0.382803117,0.168812396,-0.127002104,0.410103382,0.324481936,0.324619843,-0.226041817,-0.204406058,-0.227033354,-0.296305219,-0.125683044,-0.007775438
TCGA.4K.AAAL.01,-0.050982986,-0.454555509,0.349687295,-0.378985023,0.292773151,-0.229510054,0.009785598,-0.021235799,-0.00185537,0.332033129,-0.271745046,-0.189231727,-0.302890315,-0.370670947,-0.357367574,-0.116181268
TCGA.XE.AAOB.01,0.186457545,-0.431657063,0.283067953,-0.37881554,0.274699063,-0.346806249,0.158716094,0.17233357,0.281179054,0.250088523,-0.290753793,-0.071270336,-0.293275187,-0.388544989,-0.353493846,-0.031552062
TCGA.GU.A764.01,0.324302892,-0.423486801,0.360847382,-0.378802745,0.0364827,0.065129558,0.313940501,0.306545944,0.382754442,0.074250904,-0.289395835,0.091753325,0.071362893,-0.325895938,-0.361228894,0.150187536
TCGA.4V.A9QI.01,-0.214516484,-0.377170725,0.136591527,-0.378406828,0.130450322,-0.315486351,-0.292561894,-0.292753632,-0.274819827,0.049210824,-0.279280012,-0.35662557,-0.38233888,-0.376556314,-0.384351497,-0.426851293
TCGA.F7.A620.01,0.216477869,-0.378148824,0.282601238,-0.378370939,0.130618231,0.034151471,0.120254782,0.488461824,0.353130125,0.125143984,-0.290601896,-0.01154967,-0.081466226,-0.371014662,-0.161502101,-0.019906692
TCGA.UC.A7PD.01,0.247739222,-0.382246691,0.269758062,-0.378338684,0.360743259,-0.157451409,0.232835792,0.476229088,0.381590216,0.248102636,-0.234208533,0.021673327,-0.081835275,-0.36805812,-0.203413663,-0.017261983
TCGA.AP.A3K1.01,0.281822971,-0.399067604,0.473692663,-0.37829127,0.403717202,0.195181874,0.257617063,0.383222267,0.407252886,0.332448141,-0.214553402,-0.032324598,-0.037758849,-0.306146443,-0.296906699,0.005746724
